dataset_id,case_id,is_id,size_class,severity,replicate_id,replicate_key_used,replicate_fallback_reason,method_a,method_b,coverage,n_A,n_B
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V1,V3,0.0,3,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V1,V4,0.0,3,122
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V2,V1,0.0,1,3
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V2,V3,0.0,1,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V2,V4,0.0,1,122
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V3,V1,0.0,23,3
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V3,V2,0.0,23,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V3,V3,0.0,23,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V3,V4,0.0,23,122
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V4,V1,0.0,122,3
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V4,V2,0.0,122,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V4,V3,0.8695652173913043,122,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-leicht,large,leicht,303,seed_global,,V4,V4,0.0,122,122
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V1,V2,0.0,5,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V1,V3,0.0,5,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V1,V4,0.0,5,106
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V2,V1,0.0,1,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V2,V3,0.0,1,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V2,V4,0.0,1,106
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V3,V1,0.4,23,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V3,V2,1.0,23,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V3,V3,0.0,23,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V3,V4,0.07547169811320754,23,106
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V4,V1,0.4,106,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V4,V2,1.0,106,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V4,V3,0.391304347826087,106,23
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,101,seed_global,,V4,V4,0.0,106,106
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V1,V2,1.0,5,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V1,V3,0.0,5,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V1,V4,0.0,5,147
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V2,V1,0.0,1,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V2,V3,0.0,1,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V2,V4,0.0,1,147
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V3,V1,0.2,26,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V3,V2,1.0,26,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V3,V3,0.0,26,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V3,V4,0.0,26,147
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V4,V1,0.4,147,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V4,V2,1.0,147,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V4,V3,0.7692307692307693,147,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,202,seed_global,,V4,V4,0.0,147,147
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V1,V2,0.0,5,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V1,V3,0.0,5,24
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V1,V4,0.0,5,136
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V2,V1,0.0,1,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V2,V3,0.0,1,24
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V2,V4,0.0,1,136
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V3,V1,0.4,24,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V3,V2,1.0,24,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V3,V3,0.0,24,24
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V3,V4,0.25735294117647056,24,136
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V4,V1,0.4,136,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V4,V2,1.0,136,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V4,V3,0.20833333333333334,136,24
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-mittel,large,mittel,303,seed_global,,V4,V4,0.0,136,136
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V1,V2,0.0,5,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V1,V3,0.0,5,25
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V1,V4,0.0,5,121
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V2,V1,0.0,1,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V2,V3,0.0,1,25
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V2,V4,0.0,1,121
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V3,V1,0.0,25,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V3,V2,1.0,25,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V3,V3,0.0,25,25
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V3,V4,0.0,25,121
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V4,V1,0.0,121,5
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V4,V2,1.0,121,1
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V4,V3,0.92,121,25
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,101,seed_global,,V4,V4,0.0,121,121
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V1,V1,0.0,4,4
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V1,V2,,4,0
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V1,V3,0.0,4,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V1,V4,0.0,4,80
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V2,V1,0.0,0,4
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V2,V2,,0,0
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V2,V3,0.0,0,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V2,V4,0.0,0,80
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V3,V1,0.25,26,4
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V3,V2,,26,0
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V3,V3,0.0,26,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V3,V4,0.0125,26,80
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V4,V1,0.25,80,4
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V4,V2,,80,0
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V4,V3,0.8461538461538461,80,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,202,seed_global,,V4,V4,0.0,80,80
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V1,V1,0.0,6,6
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V1,V2,0.5,6,2
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V1,V3,0.0,6,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V1,V4,0.0,6,108
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V2,V1,0.0,2,6
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V2,V2,0.0,2,2
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V2,V3,0.0,2,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V2,V4,0.0,2,108
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V3,V1,0.0,26,6
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V3,V2,0.0,26,2
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V3,V3,0.0,26,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V3,V4,0.018518518518518517,26,108
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V4,V1,0.0,108,6
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V4,V2,0.0,108,2
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V4,V3,0.7692307692307693,108,26
praxisnah_v1,sc-large__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekday_high__sev-schwer,large,schwer,303,seed_global,,V4,V4,0.0,108,108
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V1,V1,0.0,3,3
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V1,V2,0.0,3,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V1,V3,0.0,3,22
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V1,V4,0.0,3,91
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V2,V1,0.0,1,3
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V2,V3,0.0,1,22
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V2,V4,0.0,1,91
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V3,V1,0.3333333333333333,22,3
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V3,V2,1.0,22,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V3,V3,0.0,22,22
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V3,V4,0.0,22,91
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V4,V1,0.3333333333333333,91,3
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V4,V2,1.0,91,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V4,V3,0.7727272727272727,91,22
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,101,seed_global,,V4,V4,0.0,91,91
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V1,V1,0.0,5,5
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V1,V2,0.0,5,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V1,V3,0.0,5,24
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V1,V4,0.0,5,86
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V2,V1,0.0,1,5
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V2,V2,0.0,1,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V2,V3,0.0,1,24
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V2,V4,0.0,1,86
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V3,V1,0.2,24,5
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V3,V2,1.0,24,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V3,V3,0.0,24,24
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V3,V4,0.0,24,86
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V4,V1,0.2,86,5
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V4,V2,1.0,86,1
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,202,seed_global,,V4,V3,0.9166666666666666,86,24
