dataset_id,case_id,is_id,size_class,severity,method_a,method_b,coverage,n_A,n_B
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V3,V2,0.5,38,2
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V3,V3,0.0,38,38
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V3,V4,0.0,38,142
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V4,V1,0.25,142,4
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V4,V2,0.5,142,2
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V4,V3,0.868421052631579,142,38
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-leicht,large,leicht,V4,V4,0.0,142,142
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V1,V1,0.0,9,9
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V1,V2,0.25,9,4
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V1,V3,0.0,9,43
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V1,V4,0.0,9,98
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V2,V1,0.1111111111111111,4,9
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V2,V2,0.0,4,4
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V2,V3,0.0,4,43
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V2,V4,0.0,4,98
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V3,V1,0.2222222222222222,43,9
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V3,V2,0.5,43,4
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V3,V3,0.0,43,43
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V3,V4,0.02040816326530612,43,98
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V4,V1,0.2222222222222222,98,9
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V4,V2,0.5,98,4
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V4,V3,0.7441860465116279,98,43
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-mittel,large,mittel,V4,V4,0.0,98,98
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V1,V1,0.0,11,11
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V1,V2,0.0,11,2
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V1,V3,0.0,11,62
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V1,V4,0.0,11,149
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V2,V1,0.09090909090909091,2,11
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V2,V2,0.0,2,2
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V2,V3,0.0,2,62
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V2,V4,0.0,2,149
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V3,V1,0.18181818181818182,62,11
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V3,V2,0.0,62,2
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V3,V3,0.0,62,62
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V3,V4,0.026845637583892617,62,149
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V4,V1,0.0,149,11
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V4,V2,0.0,149,2
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V4,V3,0.8870967741935484,149,62
praxisnah_v1,sc-large__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-large__av-tight__dp-weekend_high__sev-schwer,large,schwer,V4,V4,0.0,149,149
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V1,V1,0.0,4,4
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V1,V2,0.6666666666666666,4,3
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V1,V3,0.0,4,35
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V1,V4,0.0,4,191
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V2,V1,0.0,3,4
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V2,V2,0.0,3,3
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V2,V3,0.0,3,35
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V2,V4,0.0,3,191
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V3,V1,0.0,35,4
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V3,V2,0.0,35,3
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V3,V3,0.0,35,35
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V3,V4,0.015706806282722512,35,191
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V4,V1,0.0,191,4
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V4,V2,0.0,191,3
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V4,V3,0.8857142857142857,191,35
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-leicht,medium,leicht,V4,V4,0.0,191,191
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V1,V1,0.0,6,6
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V1,V2,0.42857142857142855,6,7
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V1,V3,0.0,6,59
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V1,V4,0.0,6,235
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V2,V1,0.16666666666666666,7,6
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V2,V2,0.0,7,7
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V2,V3,0.01694915254237288,7,59
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V2,V4,0.0,7,235
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V3,V1,0.16666666666666666,59,6
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V3,V2,0.14285714285714285,59,7
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V3,V3,0.0,59,59
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V3,V4,0.17446808510638298,59,235
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V4,V1,0.16666666666666666,235,6
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V4,V2,0.2857142857142857,235,7
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V4,V3,0.6440677966101694,235,59
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-mittel,medium,mittel,V4,V4,0.0,235,235
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V1,V1,0.0,10,10
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V1,V2,0.75,10,8
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V1,V3,0.0,10,44
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V1,V4,0.0,10,245
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V2,V1,0.0,8,10
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V2,V2,0.0,8,8
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V2,V3,0.0,8,44
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V2,V4,0.0,8,245
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V3,V1,0.2,44,10
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V3,V2,0.25,44,8
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V3,V3,0.0,44,44
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V3,V4,0.0,44,245
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V4,V1,0.2,245,10
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V4,V2,0.25,245,8
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V4,V3,0.9545454545454546,245,44
praxisnah_v1,sc-medium__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekday_high__sev-schwer,medium,schwer,V4,V4,0.0,245,245
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V1,V1,0.0,7,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V1,V2,0.0,7,5
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V1,V3,0.0967741935483871,7,31
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V1,V4,0.0374331550802139,7,187
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V2,V1,0.0,5,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V2,V2,0.0,5,5
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V2,V3,0.0,5,31
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V2,V4,0.0,5,187
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V3,V1,0.0,31,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V3,V2,0.0,31,5
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V3,V3,0.0,31,31
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V3,V4,0.1497326203208556,31,187
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V4,V1,0.14285714285714285,187,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V4,V2,0.0,187,5
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V4,V3,0.6451612903225806,187,31
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-leicht,medium,leicht,V4,V4,0.0,187,187
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V1,V1,0.0,10,10
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V1,V2,0.16666666666666666,10,6
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V1,V3,0.14285714285714285,10,42
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V1,V4,0.11440677966101695,10,236
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V2,V1,0.1,6,10
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V2,V2,0.0,6,6
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V2,V3,0.023809523809523808,6,42
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V2,V4,0.0,6,236
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V3,V1,0.2,42,10
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V3,V2,0.3333333333333333,42,6
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V3,V3,0.0,42,42
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V3,V4,0.01694915254237288,42,236
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V4,V1,0.2,236,10
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V4,V2,0.5,236,6
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V4,V3,0.9285714285714286,236,42
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-mittel,medium,mittel,V4,V4,0.0,236,236
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V1,V1,0.0,11,11
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V1,V2,0.2857142857142857,11,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V1,V3,0.06666666666666667,11,45
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V1,V4,0.0,11,171
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V2,V1,0.09090909090909091,7,11
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V2,V2,0.0,7,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V2,V3,0.0,7,45
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V2,V4,0.0,7,171
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V3,V1,0.18181818181818182,45,11
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V3,V2,0.2857142857142857,45,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V3,V3,0.0,45,45
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V3,V4,0.023391812865497075,45,171
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V4,V1,0.0,171,11
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V4,V2,0.14285714285714285,171,7
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V4,V3,0.8222222222222222,171,45
praxisnah_v1,sc-medium__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-loose__dp-weekend_high__sev-schwer,medium,schwer,V4,V4,0.0,171,171
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V1,V1,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V1,V2,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V1,V3,0.0,5,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V1,V4,0.0,5,169
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V2,V1,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V2,V2,0.0,5,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V2,V3,0.0,5,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V2,V4,0.0,5,169
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V3,V1,0.0,52,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V3,V2,0.0,52,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V3,V3,0.0,52,52
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V3,V4,0.0,52,169
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V4,V1,0.0,169,5
praxisnah_v1,sc-medium__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekday_high__sev-leicht,medium,leicht,V4,V2,0.0,169,5
